id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15728742,Large 1 Bedroom in Great Location,1291456,Steve,,Marina,37.800531946501664,-122.43824850139899,Entire home/apt,200,1,6,2017-04-04,0.53,1,302
4838843,"Large, Beautiful Flat in Cow Hollow",2917099,Allie,,Marina,37.7974920551749,-122.44257952110989,Entire home/apt,500,3,25,2017-04-08,0.90,2,143
8170245,Large Bedroom for Dreamforce,32685937,Jenell,,Marina,37.800475552582206,-122.43916503836982,Private room,250,4,0,,,1,0
20424304,Modern & Chic 1-BR apt with an amazing view,6549727,Guea-Yea,,Bayview,37.72829239433023,-122.36903062108918,Entire home/apt,195,3,1,2017-09-04,1,1,0
14282647,Hudson House,7119658,Kelly,,Bayview,37.73978065251626,-122.38594816581943,Entire home/apt,334,3,0,,,1,329
5196336,"*Private Room in SF: KT/Muni 50ft, City 30min etc*",26882273,Wooyeon,,Bayview,37.72143268525346,-122.39419524130176,Private room,50,1,12,2017-09-28,0.37,1,29
9034987,Private Own bathroom & Kitchen,42647468,Sandy,,Bayview,37.72988172206914,-122.40042324236006,Private room,89,1,148,2017-09-16,6.47,2,65
19293864,Large Bedroom in 2 Bedroom Home - Blue,7896411,Michael,,Bayview,37.720063686445705,-122.3925755777759,Private room,90,2,8,2017-09-26,3.33,3,41
13138137,Hostel Comfy bedroom apartment near ballpark,73206781,Amy,,Bayview,37.735955911590516,-122.38883819247256,Private room,61,1,32,2017-08-10,1.97,1,0
8614503,Two private bedrooms,1627651,Chris,,Bayview,37.73371778868298,-122.3955978519372,Private room,150,2,4,2016-08-06,0.17,1,365
13774014,Home SUITE Home,2993432,Lauren,,Bayview,37.73436161970141,-122.40487520463456,Entire home/apt,125,3,77,2017-10-01,5.20,1,23
14991559,Private Room 101 in Hostel House,27123550,Jacquelyn,,Bayview,37.735703595746614,-122.38773269928004,Private room,50,30,20,2017-08-30,1.55,8,306
19915617,Private & Quiet Room with Shower & Bathroom,74398095,Sabina,,Bayview,37.73407036277249,-122.39919650149379,Private room,99,2,6,2017-09-13,3.10,1,74
14992192,#201 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.733625237012646,-122.38752237418826,Private room,75,30,8,2017-08-06,0.63,8,337
5194680,Private bedroom in lovely townhome,25966314,Melody,,Bayview,37.71143101749916,-122.393519727274,Private room,100,1,0,,,1,365
14386727,"Beautiful Balcony, 2 Rooms, 3 Beds, Free Parking",84154713,Sean,,Bayview,37.728699560573844,-122.38980662136782,Private room,150,2,88,2017-09-20,7.06,5,70
12011193,Private Room 107 in Hostel House,27123550,Jacquelyn,,Bayview,37.73523586288512,-122.38762117100228,Private room,50,30,6,2017-04-15,0.38,8,272
14043110,"Huge Beauty, 3 Beds, Full Kitchen & Free Parking",84154713,Sean,,Bayview,37.72864203906388,-122.3878621240853,Private room,140,2,89,2017-09-28,6.85,5,69
9013556,Apartment - In law unit,44391113,Fred,,Bayview,37.719994789078996,-122.39357443226423,Entire home/apt,100,2,1,2015-10-25,0.04,1,0
8195358,Amazing room close to city,24912395,Ting,,Bayview,37.70973155545328,-122.39112926352969,Entire home/apt,115,1,3,2016-02-16,0.12,1,0
11573148,The Sweet Spot in San Francisco 2,61016973,Melissa,,Bayview,37.72773465897842,-122.40183143786643,Private room,75,2,12,2016-09-23,0.63,2,365
20425974,Modern 1BR/1Bath private unit with free parking,2645836,Brian,,Bayview,37.7292187868935,-122.3931222654076,Entire home/apt,127,1,15,2017-09-26,10.98,1,140
4068598,San Francisco Mid Century Modern with Views,7270890,Kristin,,Bayview,37.73908081323667,-122.38356907797605,Entire home/apt,210,2,88,2017-09-28,5.57,1,299
20176139,SF Spacious 6 Beds/3 baths Water View Backyard,20182227,Winson,,Bayview,37.73336331690217,-122.39693911735411,Entire home/apt,800,2,0,,,1,77
20389158,The Castle - Kings Quarters,130921045,Paul,,Bayview,37.73495559731867,-122.39441137253773,Private room,0,1,3,2017-09-12,3,5,357
8763676,BEDROOM #3,45407614,Jasiel,,Bayview,37.72030470863015,-122.39348474698897,Private room,68,1,157,2017-09-27,6.51,5,331
2105299,3 Aspect Condo in Bayview,10733357,Kay,,Bayview,37.731565199209996,-122.38754409258465,Private room,59,1,0,,,1,0
14049725,Casa de Paz (Entire home),36752,Teresa,,Bayview,37.719234596513395,-122.39598346414435,Entire home/apt,225,30,23,2017-08-28,2.64,1,361
4974497,Contemporary Design Condo,2558574,Candice,,Bayview,37.723386352466974,-122.39442839737049,Private room,130,1,2,2016-08-15,0.08,1,365
714955,amazing view of SF Bay & Breakfast,3682221,Sid,,Bayview,37.735394759076634,-122.38552694602494,Private room,89,1,118,2016-05-24,1.94,2,305
9029725,Private Room in a house in Bayview!,36547198,Sandra,,Bayview,37.72053451338892,-122.39644150043429,Private room,100,1,0,,,1,0
18690689,Beautiful Private Bedroom in SF Ship Yard Area,19241440,Shannon,,Bayview,37.727227500825,-122.3718566219066,Private room,120,3,2,2017-09-17,0.91,3,84
20624340,Blue Bayview Home,147440610,Chris,,Bayview,37.7384835683037,-122.39076687502795,Private room,65,2,12,2017-09-24,12,1,71
14710249,#103 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.73263796130464,-122.38792551865669,Private room,49,30,16,2017-08-21,1.23,8,311
8255072,Lg bedroom with pvt. bath,32206317,Larry,,Bayview,37.73520477674576,-122.38566152534156,Private room,105,2,96,2017-09-18,4.00,1,322
4962043,Sunny 1 Bedroom with parking,15698216,Brendan,,Bayview,37.73126008703903,-122.39869737963204,Private room,80,1,44,2017-05-08,1.33,2,335
2521327,"Spacious, Airy 1BR/BA apartment",12908133,Jonelle,,Bayview,37.73253691908697,-122.38840401219865,Entire home/apt,155,2,19,2017-09-16,0.51,1,359
11025483,Modern Lower Level,37743038,Riley,,Bayview,37.733490017634864,-122.3871843205549,Entire home/apt,300,2,0,,,1,0
20813007,Charming House in Bayview for a good night's sleep,58389796,Arjun,,Bayview,37.72918552726512,-122.38425728999397,Private room,80,1,1,2017-09-25,1,1,83
15990158,Cozy 2 Bedroom Flat in Bayview,3967769,Zach,,Bayview,37.72995417115078,-122.38954707338007,Entire home/apt,150,2,5,2017-05-27,0.54,3,61
20642408,Beautifully remodeled SF house,103597803,Zoe,,Bayview,37.73196007024713,-122.39084348603915,Private room,60,3,3,2017-09-16,2.57,1,12
950094," Knockout Panoramic View, Fireplace",5153588,Gaylene,,Bayview,37.734072174563664,-122.39526615487864,Private room,89,29,46,2017-08-22,0.82,2,365
19084255,San Francisco Housing,133268096,Victor,,Bayview,37.73555427224823,-122.39779458650575,Private room,85,1,0,,,1,358
4653022,Great Rm in A Happy House San Fran,1620468,Carla,,Bayview,37.73416169457515,-122.39197947051449,Private room,77,30,10,2017-09-16,0.31,3,348
8404771,Imagine: Day Space in Artist Studio,36471102,Ray,,Bayview,37.73879508615097,-122.40217966915591,Shared room,150,1,0,,,1,365
7514742,Beautiful Charming Garden Hideaway,39370274,John,,Bayview,37.73192031973946,-122.38821197899745,Entire home/apt,120,1,145,2017-09-26,5.59,1,266
14991011,#102  Private Room in Hostel-Style house,27123550,Jacquelyn,,Bayview,37.73436968414478,-122.38882148571933,Private room,50,30,10,2017-09-16,0.79,8,277
19348868,Happy & Sunny Bayview Living - 2BR House ❤️,8371224,Albert,,Bayview,37.735224156558566,-122.38889867149919,Entire home/apt,300,4,0,,,3,13
6872214,City views masterbedroom & free parking,34876815,Rene,,Bayview,37.73159781445807,-122.37317582569253,Private room,50,1,146,2017-09-28,5.26,1,299
654279,Quiet Room in Our Friendly Home,3289160,Chris & Tim,,Bayview,37.74514030646547,-122.40458661892487,Private room,90,3,214,2017-09-28,3.43,1,245
2801140,Large Modern 3 Bedroom Apartment,3445108,John,,Bayview,37.7181695079763,-122.38837665857884,Entire home/apt,185,2,87,2017-09-17,2.88,2,96
16055807,Private Room 105 in Hostel House,27123550,Jacquelyn,,Bayview,37.73364115228834,-122.38895923849813,Private room,50,30,1,2017-01-31,0.12,8,311
7323097,Hudson on the Hill 2,127367,Annette,,Bayview,37.73841011653103,-122.38636408542908,Entire home/apt,120,30,3,2016-04-21,0.12,25,305
522273,Amazing Guest Room in Beautiful SF Flat,2568946,Kymberli,,Bayview,37.73820729791405,-122.39146355195572,Private room,79,1,5,2017-09-24,0.99,1,353
19659862,2 Bedroom Full Single Family Home,24485952,Samuel,,Bayview,37.73454303776635,-122.40068583977404,Entire home/apt,150,5,2,2017-08-11,0.66,1,0
10943013,Sunny House Near Everywhere For Many SF Travelers!,56741447,Li,,Bayview,37.73829550673255,-122.38637903171771,Entire home/apt,235,1,13,2017-02-26,0.65,1,325
18250062,BIG ROOM,2297886,Jonathan,,Bayview,37.71969479004504,-122.39604386766024,Private room,120,1,0,,,1,0
719335,"BAY WATER VIEW , PARKING, BREAKFAST",3682221,Sid,,Bayview,37.733868841515644,-122.38357173511551,Private room,89,1,62,2016-05-17,1.02,2,305
10369307,"Modern style, classic SF house",53373733,Sean,,Bayview,37.729953084822874,-122.39578346493852,Entire home/apt,167,2,26,2017-07-16,1.42,1,3
18528858,Family Friendly charmer w/ private garage & garden,312334,Amalia,,Bayview,37.73091892228492,-122.38774973585792,Entire home/apt,200,2,2,2017-08-16,0.92,2,313
1455937,Great Rm in a Happy Household SF,1620468,Carla,,Bayview,37.7340369416925,-122.39215480585544,Private room,60,30,13,2017-09-22,0.27,3,336
17445405,Affordable Room in San Francisco,40297300,Igor,,Bayview,37.72788935770204,-122.37042748617776,Private room,89,1,50,2017-09-21,6.91,3,350
19034639,The Castle,130921045,Paul,,Bayview,37.73549923170239,-122.39431248485154,Entire home/apt,400,1,11,2017-09-17,4.65,5,346
9023988,San Francisco Exclusive,5437474,Gulnur,,Bayview,37.72842576552973,-122.37020673099056,Entire home/apt,135,30,0,,,1,363
13563032,Spacious 1BD/1BA with backyard near San Bruno St,4441167,Jonathan,,Bayview,37.722218532094146,-122.39942953315223,Entire home/apt,110,1,0,,,1,0
19459213,Topeka Place,6270844,Jon Iñaki,,Bayview,37.73126279938399,-122.39612563616924,Private room,195,1,2,2017-09-13,0.79,1,0
110825,Charming Cottage with Bay View,568933,Michael,,Bayview,37.71548671668391,-122.38922416156312,Entire home/apt,120,30,8,2017-03-16,0.11,1,273
20033761,Cozy SF Home,17054038,Stefan,,Bayview,37.7322080975109,-122.3939670303851,Entire home/apt,189,5,0,,,1,142
10023104,"[SF]Private Bath,fast WiFi,BART shuttle",7831112,William,,Bayview,37.71277012205971,-122.39591494833536,Private room,75,30,28,2017-08-22,1.30,1,156
17576074,Comfy Bedroom in San Francisco ❤️,40297300,Igor,,Bayview,37.72859013957058,-122.37180501663764,Private room,99,1,17,2017-09-26,4.11,3,166
1069167,"private bathroom, easy parking",511458,Jenifer & Bob,,Bayview,37.74167743289862,-122.38257816869785,Private room,76,1,205,2017-10-01,4.57,1,335
9114249,Awesome warehouse sublet for FEB.,325881,Melanie,,Bayview,37.74000019132413,-122.39018145868718,Private room,50,7,0,,,1,0
15101621,Private room w/kitchen n full bath,29197878,Helen,,Bayview,37.73116171777838,-122.3971541874898,Private room,100,1,31,2017-02-01,2.49,1,0
19050152,In Law Suite at Newcomb Avenue,53220441,Sandeep,,Bayview,37.7350574425225,-122.38875938045913,Entire home/apt,160,4,10,2017-09-21,3.00,1,142
17478285,Futon Bed for Overnight Stay in SF,40297300,Igor,,Bayview,37.72720178386693,-122.37169961986625,Shared room,59,1,50,2017-09-24,7.01,3,357
782126,Great Rm In A Happy Household S.F.,1620468,Carla,,Bayview,37.73340739867657,-122.39274461961992,Private room,56,1,25,2017-09-28,0.47,3,213
20388193,The Castle - Serenity Room,130921045,Paul,,Bayview,37.73559466311966,-122.39295690137556,Private room,0,1,4,2017-09-15,3.64,5,358
6974259,Rossa House,127367,Annette,,Bayview,37.71059903840458,-122.39030087319483,Entire home/apt,170,30,0,,,25,365
18999934,The Castle - Malibu Room,130921045,Paul,,Bayview,37.73446738720481,-122.39240770276831,Private room,140,1,27,2017-09-13,6.69,5,349
7788844,Beautifully remodeled 2 bedroom!,8880019,Gil,,Bayview,37.73132050215865,-122.3913808867249,Entire home/apt,164,2,115,2017-09-27,4.64,1,337
20883922,Private Floor in Charming Modern Bayview Home,123429,Laura,,Bayview,37.73045488133658,-122.39512379666357,Entire home/apt,90,4,0,,,1,67
4526608,"Unique, Private Retro SF Space",746254,Chris And Tex,,Bayview,37.73429683391524,-122.38795042394402,Entire home/apt,95,2,177,2017-09-11,5.19,1,328
18999751,Cozy & Sunny 3 Bedroom Home in SF w/PARKING,33469911,Katharina,,Bayview,37.735663671635436,-122.39851893616841,Entire home/apt,280,2,0,,,1,39
16858141,"Beautiful Deck, Priv Room, Kitchen, Free Parking",84154713,Sean,,Bayview,37.726219776186426,-122.38930065982338,Private room,75,2,37,2017-09-22,4.61,5,51
11724899,Entire flat w: 2 bedrooms 8 sleeps,42647468,Sandy,,Bayview,37.73155098278448,-122.40186296561345,Entire home/apt,159,1,151,2017-09-17,8.02,2,55
10492295,Lovely Loft-Southeast Side of SF!,1681959,Hydra,,Bayview,37.73480181744499,-122.39195098642836,Private room,142,2,0,,,1,0
4778343,Private Room South of SOMA (Bayview),4533361,Sam,,Bayview,37.72534171634397,-122.39632087982335,Private room,60,1,9,2017-05-19,1.02,1,0
19704114,Private room in the Bayview,60646942,Mitchell,,Bayview,37.71875687234266,-122.39104286885106,Private room,74,1,17,2017-09-30,7.18,1,168
19980546,Beautiful brand new room in Bayview,27814578,Seunghee,,Bayview,37.73518486877606,-122.38985936774414,Private room,60,1,0,,,1,0
12870849,Private Room in Sunny Bayview Flat,3967769,Zach,,Bayview,37.73119242005892,-122.38944589889432,Private room,74,2,7,2017-04-18,0.45,3,25
17592480,Happy & Sunny Bayview Living - North Bedroom ❤️,8371224,Albert,,Bayview,37.735067606194136,-122.38799571695442,Private room,97,2,38,2017-09-30,5.85,3,68
15999214,#104 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.73462006956721,-122.38806168630725,Private room,40,30,2,2017-01-02,0.19,8,268
5218022,Private Studio with Private Bath,26996387,Wes,,Bayview,37.73258328210781,-122.39878784833382,Private room,106,3,114,2017-09-25,4.14,1,114
8102262,Queen Bedroom w/ Best of Everything,3022736,Hal,,Bayview,37.7302017677852,-122.39827259082764,Private room,145,2,115,2017-09-20,4.53,1,77
18587279,"Cozy, private suite with separate entrance.",5020253,Ken,,Bayview,37.73566601699259,-122.38712070249915,Entire home/apt,78,2,38,2017-09-27,8.14,1,24
18444225,Cozy Studio in Bayview,127574185,Studio,,Bayview,37.731892283722324,-122.3886544064127,Entire home/apt,103,1,20,2017-09-19,3.97,1,346
14220594,Private -  - Modern flat Bay Views!,86395058,Joseph,,Bayview,37.732011016183044,-122.37463069967306,Entire home/apt,99,2,42,2017-09-27,3.21,1,0
15179182,"Beautiful, Eclectic, Cozy Bayview Ranch",861262,Lauren,,Bayview,37.739056007150545,-122.38537233521939,Entire home/apt,200,2,91,2017-09-21,8.25,1,103
18061892,Room in Trendy Town-home  Sunny SF Shipyard Area,19241440,Shannon,,Bayview,37.7284081107078,-122.3715864020091,Private room,95,3,4,2017-09-18,0.99,3,81
11571063,Tranquil Garden Apartment Retreat in San Francisco,61139608,Diana,,Bayview,37.73482440559159,-122.39578333501788,Entire home/apt,115,2,60,2017-09-04,3.33,1,63
5217164,"Stylish, private 3 room suite",26991996,Dale,,Bayview,37.72982233463887,-122.39172250720682,Entire home/apt,118,2,47,2017-09-15,1.58,1,351
203621,Private Lair in Old Gambling Shack,998412,Brian & Katie,,Bayview,37.73522574618142,-122.39437925065658,Private room,112,2,318,2017-09-17,4.28,1,129
8635973,1/#2 Bedroon - Shared bathroom,45407614,Jasiel,,Bayview,37.720740367018195,-122.3938464881734,Private room,78,1,160,2017-09-27,6.59,5,343
678453,"Two Bedrooms - Hotel Style, Hot Tub",3445108,John,,Bayview,37.720931580348065,-122.39052758514777,Entire home/apt,215,3,86,2017-09-17,2.08,2,0
17026814,HOME AWAY FROM HOME!!,17572711,James,,Bayview,37.72737257634708,-122.38681217888121,Entire home/apt,87,1,45,2017-09-06,5.82,1,349
2333058,Private guest suite in family home!,22920,Dawn,,Bayview,37.73158131912087,-122.39036285951515,Private room,99,3,130,2017-09-14,3.00,1,337
13769493,"Luxury, views and easy parking at architects house",15376205,Simon,,Bayview,37.71655661939901,-122.38993106134883,Private room,99,1,36,2017-09-04,2.39,2,0
5970639,Knockout Panoramic View 1 Bedrm Apt,5153588,Gaylene,,Bayview,37.73437131653799,-122.39533968151584,Entire home/apt,89,30,13,2017-02-28,0.45,2,274
19273852,Large Bedroom in 2 Bedroom Home - Red,7896411,Michael,,Bayview,37.720540865816176,-122.39223503946982,Private room,50,2,7,2017-09-24,2.92,3,41
17389936,"2 Bedroom, 1 Bathroom House",7896411,Michael,,Bayview,37.722435591228404,-122.39378650028543,Private room,140,2,0,,,3,41
11572744,The Sweet Spot in San Francisco,61016973,Melissa,,Bayview,37.72947639462983,-122.40087736569278,Private room,75,1,20,2017-08-25,1.10,2,283
18584924,kid friendly quiet room w/ garage parking,312334,Amalia,,Bayview,37.73095133991385,-122.38720280152451,Private room,58,1,2,2017-05-22,0.43,2,62
14341301,"Stunning, Modern 2BR Penthouse Condo on Waterfront",31370440,Weina,,Bayview,37.72981707464869,-122.36873317232495,Entire home/apt,280,1,38,2017-09-17,2.70,1,62
3372859,"Secluded ""man cave""  ( safe room) ",17018577,William,,Bayview,37.74892041100139,-122.3970088075542,Private room,147,1,11,2016-12-14,0.63,3,179
18061608,Freshly Remodeled Room in Sunny Shipyard District,19241440,Shannon,,Bayview,37.72879271008957,-122.37021950167767,Private room,95,3,4,2017-08-12,0.79,3,0
16667594,Private Sunny Room in Bayview Flat,3967769,Zach,,Bayview,37.73007600707583,-122.3896858382758,Private room,86,5,1,2017-05-19,0.22,3,149
9278319,Sunny with Spectacular Views,42721896,Ronny,,Bayview,37.73780286584104,-122.4002527258498,Private room,260,2,0,,,1,365
10998637,SuperBowl 50 @ Candelistick Cove!,9094897,Jackie,,Bayview,37.711592354923454,-122.38883155029568,Entire home/apt,950,1,0,,,1,0
8868599,"Bayview Oasis, Quesada Gardens",46421311,Jeffrey,,Bayview,37.733895031749604,-122.39308608864621,Entire home/apt,105,2,74,2017-09-12,3.34,1,274
11759260,Bedroom #7,45407614,Jasiel,,Bayview,37.718882165106216,-122.39555212103394,Private room,68,1,110,2017-10-01,5.91,5,337
11659966,1/#6 Bedroon - Shared bathroom,45407614,Jasiel,,Bayview,37.72013985864934,-122.39349989136785,Private room,68,1,86,2017-09-20,4.57,5,345
14422371,"Gorgeous Balcony, 2 Bedrooms, 3-4 Beds, & Kitchen",84154713,Sean,,Bayview,37.728280057549334,-122.38974100598901,Private room,150,2,76,2017-09-30,5.86,5,67
13979807,Relaxing and Private Room,59946329,Helen,,Bayview,37.72774110205836,-122.3932767114049,Private room,55,2,79,2017-09-24,5.47,1,7
18004070,"Nice private unit near SFO, ideal for couples",68335901,Alena,,Bayview,37.717915765736635,-122.38867274931194,Entire home/apt,59,1,28,2017-09-06,4.86,1,97
9686776,"Sunny Room, 2 sofabeds - 1 twin upper bunk",42920996,Maria,,Bayview,37.731566919690884,-122.37755814650495,Private room,58,1,1,2015-12-18,0.05,1,212
8277718,Cozy Private Room&Bathroom in Bayview Heights! :),43649769,Melanie  & Zoila,,Bayview,37.71754724383433,-122.3965913810732,Private room,90,1,76,2017-09-15,3.07,1,129
17534666,"Quiet, Private Room in Artsy Shared Home",35151167,Jen,,Bayview,37.73736719803492,-122.39234853821547,Private room,36,2,32,2017-09-13,4.87,1,71
9064139,Cool 1940's House w/ backyard,13152691,Andres,,Bayview,37.72895884052036,-122.38673410286808,Private room,100,1,0,,,1,0
19194530,Private Downstairs Garden Studio,4203610,Ben,,Bayview,37.71887633412301,-122.38914992029035,Private room,71,2,16,2017-09-21,4.21,1,62
12275528,Private Room 106 in Hostel House,27123550,Jacquelyn,,Bayview,37.734918770552916,-122.38684808111955,Private room,50,30,26,2017-01-02,1.55,8,344
18806185,The Castle-Sequoia Room,130921045,Paul,,Bayview,37.73436079263152,-122.39439051319566,Private room,145,1,11,2017-09-18,2.87,5,346
12110830,Cozy in-law apartment in SF home,64946886,Zoila,,Bayview,37.72051656998852,-122.39151302990257,Entire home/apt,108,1,38,2017-08-23,2.13,1,147
3689368,"Lovely house, 3 beds, free parking, garden",15698216,Brendan,,Bayview,37.7283745777878,-122.39780062685708,Entire home/apt,224,1,226,2017-09-17,5.91,2,335
1887206,Amazing House on a Sunny Hillside,4027973,Zak,,Bayview,37.718747295845084,-122.39548342059928,Entire home/apt,200,30,8,2017-02-28,0.22,1,305
13749078,Epic Views and Easy Parking - guest bedroom,15376205,Simon,,Bayview,37.7159418597772,-122.38912532869472,Private room,136,1,95,2017-09-27,6.25,2,48
10881879,"Private entry , nice & comfortable",56380413,Dominic,,Bayview,37.71773643807509,-122.39274439169215,Private room,180,1,0,,,1,365
16322853,"Large, Bright Garden studio w/ parking & backyard",29665662,Alina,,Bayview,37.72934526092728,-122.38382645386015,Entire home/apt,99,2,56,2017-09-16,5.98,1,46
11659923,#5 Master Suite,45407614,Jasiel,,Bayview,37.72029813178612,-122.39507513374633,Private room,78,1,90,2017-09-26,4.80,5,350
10930490,Private Suite with Sunny Bedroom,4123854,Devanshu,,Bayview,37.720011611606665,-122.39249009291763,Entire home/apt,85,2,127,2017-09-24,6.31,1,1
15075530,Spacious two-bedroom in San Francisco Victorian,1787588,Tim,,Bayview,37.73504164794906,-122.39281089194861,Entire home/apt,135,2,48,2017-09-22,4.83,1,330
2263794,Happy & Sunny Bayview Living - South Bedroom ❤️,8371224,Albert,,Bayview,37.73582996920132,-122.38737405738337,Private room,90,2,39,2017-09-25,6.06,3,73
5195874,"Easy Access To Game, SF Fun and SFO",4895468,Lisa,,Bayview,37.71657381061439,-122.39768886487421,Private room,200,1,0,,,1,0
18778675,a cozy space available for Sublet in summer,2623000,Jenny,,Bayview,37.71003337266707,-122.39097098273697,Private room,85,15,0,,,1,0
18548006,Hey you! Bayview! Private 1 bedroom apartment.,51078965,Scott,,Bayview,37.730886214227105,-122.3842624021729,Entire home/apt,125,3,13,2017-09-25,4.11,1,23
15647825,Sprinkles' Oasis,31615305,Danny,,Bayview,37.73326311892698,-122.38689156278151,Private room,65,1,7,2017-08-12,0.63,1,89
18777105,Welcome to Casa Sol y Luna!,3532194,Heather And Gustavo,,Bayview,37.721888142104646,-122.38938674863901,Entire home/apt,165,1,19,2017-09-28,4.91,1,283
14762154,"Luxury Suite: Huge Deck & Room, Priv Bath, Kitchen",84154713,Sean,,Bayview,37.72707806177721,-122.38807145339415,Private room,250,2,2,2017-08-21,0.32,5,0
10961847,"Comfy, Spacious, Quiet Room in Bayview",16285927,Brooke,,Bayview,37.73880677778005,-122.38332822767175,Private room,75,2,24,2017-05-01,2.05,1,0
10830019,Super Bowl Sensation Stay.,4277230,Greg,,Bayview,37.73444177579576,-122.38904116813119,Entire home/apt,299,1,0,,,1,0
17318320,Garden Apartment,8873381,Harendra,,Bayview,37.73237363663995,-122.39337929749632,Private room,115,4,2,2017-08-24,1.28,1,173
19914410,New private studio with private bath,112189739,Kenneth And Vienna,,Visitacion Valley,37.71845330670524,-122.40396059424545,Private room,70,1,20,2017-10-01,8.11,4,357
20156650,Private Bedroom & Bathroom across from Cow Palace,143432567,Kenny,,Visitacion Valley,37.7099085211993,-122.41966105799592,Private room,90,1,18,2017-09-25,8.71,1,312
19219577,New remodel private room and bath,112189739,Kenneth And Vienna,,Visitacion Valley,37.71772004697136,-122.40485429811943,Private room,150,1,24,2017-09-16,7.83,4,53
19894058,SF skyline of the first floor room 1bed/1baths.,32018871,Dickson,,Visitacion Valley,37.71969675558262,-122.4008600166164,Private room,70,2,14,2017-09-26,6.00,3,318
702635,Private bedroom + bathroom in house,1748811,Henry,,Visitacion Valley,37.714107981376976,-122.40394042678857,Private room,250,14,11,2013-01-14,0.18,1,365
17270158,Private Room in Visitation Valley,7002631,Kiarash,,Visitacion Valley,37.71972607120915,-122.4041056388613,Private room,65,2,0,,,1,0
11042981,superbowl in san francisco,57309472,Javier,,Visitacion Valley,37.70985219023157,-122.41927469435323,Entire home/apt,174,1,0,,,1,0
10070760,Hi Tech Valley Guest House Bunk A,51673718,Edward,,Visitacion Valley,37.713184318954575,-122.41208165952308,Shared room,45,1,41,2017-09-19,2.43,4,359
20712310,Fantastic bay views - master suite with roof deck,617114,Vikram,,Visitacion Valley,37.71833678212101,-122.40353032123352,Private room,90,2,3,2017-09-26,3,2,81
11306396,1 bedroom apartment in SF.,57068872,Echo,,Visitacion Valley,37.710475995614054,-122.39853150011082,Entire home/apt,89,1,63,2017-09-22,3.35,1,141
6145605,Cute studio with parking! View! Safe Neighborhood,1196837,Heather,,Visitacion Valley,37.71389208487345,-122.39808935721796,Entire home/apt,150,2,40,2017-09-24,1.35,2,148
46843,Post-Apocalyptic Gypsy Room ,21842,Opal,,Visitacion Valley,37.71652010078345,-122.40871883846434,Private room,145,1,123,2015-10-18,1.43,2,273
10117951,Beautiful room in safe neighborhood,38000723,Tara,,Visitacion Valley,37.722513705928,-122.40733019503492,Private room,65,1,3,2016-05-10,0.14,2,0
10070413,Hi Tech Valley Guest Room (Bunk D),51673718,Edward,,Visitacion Valley,37.71403315668637,-122.41362678629919,Shared room,44,1,35,2017-09-24,2.11,4,363
10070425,Hi Tech Valley Guest Room (Bunk C),51673718,Edward,,Visitacion Valley,37.71479732085333,-122.41370613870059,Shared room,42,1,36,2017-09-27,2.16,4,361
11620, Post-Apocalyptic Cubby Room,21842,Opal,,Visitacion Valley,37.71793836944223,-122.4085793352181,Private room,35,1,44,2012-03-28,0.45,2,273
12561809,Quiet room in sunny home,657327,Melissa,,Visitacion Valley,37.71790130434655,-122.40452944418865,Private room,75,2,9,2017-09-23,1.91,2,121
20173559,Artist's House in San Francisco,4332552,Eugenia,,Visitacion Valley,37.72103293339535,-122.40070299952082,Private room,75,1,16,2017-09-28,8.57,1,76
15939487,[F] Cute Little Studio in SF,22267913,Henry,,Visitacion Valley,37.71959076429605,-122.39984942519985,Entire home/apt,60,30,11,2017-08-31,1.19,1,333
311259,SF cottage- street parking & transport,1601019,Feli,,Visitacion Valley,37.71844865127135,-122.3997362016771,Entire home/apt,120,2,315,2017-09-16,4.63,2,341
2621386,Retreat with View and Private Bath,8055448,Su,,Visitacion Valley,37.72051893981374,-122.4034653584236,Private room,69,4,56,2017-09-24,1.34,1,329
17480526,Super Cozy Room - SFO 10 mins,12034540,Cat,,Visitacion Valley,37.715062766340814,-122.40843512401652,Private room,70,1,9,2017-09-01,1.64,1,0
20690957,Joemud 2,104567752,Yingming,,Visitacion Valley,37.71548140061942,-122.43070070330185,Private room,90,1,12,2017-09-24,12,4,332
15843007,Private Spacious Apartment in Little Hollywood,9270394,Wilson,,Visitacion Valley,37.71294424059558,-122.39887236304456,Entire home/apt,60,3,31,2017-09-10,2.95,1,123
8155586,Amazing City View 4 Bedrooms House,39041682,Kevin (Or Jose),,Visitacion Valley,37.722130463551984,-122.4063245974231,Entire home/apt,410,3,38,2017-09-25,1.57,1,52
20837529,New Spacious Guest Suite 2BR/1BA (D),149498560,Jean,,Visitacion Valley,37.71389118886855,-122.40813039117076,Entire home/apt,125,1,4,2017-09-24,4,3,50
6991935,Beautiful private studio,8367424,Chait,,Visitacion Valley,37.71751864917555,-122.40272051511103,Entire home/apt,80,2,27,2017-02-17,1.26,1,274
